dyad_id,scenario_id,scenario_type,cond_a,cond_b,role_a,role_b,replicate,model_a,model_b,deal,deal_terms_json,rounds_to_deal,value_claimed_a,value_claimed_b,points_a,points_b,value_created,split,warmth_a_mean,dominance_a_mean,warmth_b_mean,dominance_b_mean,svi_a_mean,svi_b_mean,cost_usd_est,notes,mock
chair_NEU_WAR_buy_sel_r00_c7ba46,chair,distributive,NEUTRAL,WARMTH,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",6,120.0,0.0,,,,1.0,66.0,25.0,85.0,22.5,17.5,82.5,0.00567,,0
chair_NEU_WAR_buy_sel_r01_e2f4d8,chair,distributive,NEUTRAL,WARMTH,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",5,0.0,120.0,,,,0.0,66.0,25.0,85.0,25.0,87.5,62.5,0.00539,,0
chair_NEU_WAR_buy_sel_r02_b63fdc,chair,distributive,NEUTRAL,WARMTH,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 365}",14,55.0,65.0,,,,0.4583333333333333,66.0,26.5,87.5,25.0,56.0,81.5,0.008629999999999999,,0
chair_NEU_WAR_buy_sel_r03_ed8c32,chair,distributive,NEUTRAL,WARMTH,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",8,120.0,0.0,,,,1.0,66.0,26.5,85.0,25.0,22.5,82.5,0.0061200000000000004,,0
chair_NEU_WAR_buy_sel_r04_ec9cd3,chair,distributive,NEUTRAL,WARMTH,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",14,120.0,0.0,,,,1.0,66.0,26.5,85.0,25.0,0.0,51.0,0.008320000000000001,,0
chair_NEU_WAR_sel_buy_r00_6fb644,chair,distributive,NEUTRAL,WARMTH,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,66.0,26.5,85.0,20.0,47.5,82.5,0.005520000000000001,,0
chair_NEU_WAR_sel_buy_r01_5576cf,chair,distributive,NEUTRAL,WARMTH,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,66.0,25.0,85.0,25.0,47.5,97.5,0.00551,,0
chair_NEU_WAR_sel_buy_r02_2a9c1d,chair,distributive,NEUTRAL,WARMTH,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,64.0,25.0,85.0,22.5,47.5,92.5,0.00547,,0
chair_NEU_WAR_sel_buy_r03_1d31df,chair,distributive,NEUTRAL,WARMTH,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 375}",11,75.0,45.0,,,,0.625,72.5,25.0,89.0,20.0,71.0,68.5,0.0071200000000000005,,0
chair_NEU_WAR_sel_buy_r04_2a9369,chair,distributive,NEUTRAL,WARMTH,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 380}",14,80.0,40.0,,,,0.6666666666666666,71.0,25.0,87.5,20.0,7.5,76.0,0.01002,,0
chair_NEU_DOM_buy_sel_r00_967632,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,66.0,39.0,58.5,59.0,42.5,7.5,0.007209999999999999,Impasse: both agents take BATNA.,0
chair_NEU_DOM_buy_sel_r01_8613bc,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",5,0.0,120.0,,,,0.0,66.0,25.0,50.0,37.5,87.5,42.5,0.00523,,0
chair_NEU_DOM_buy_sel_r02_7a8749,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,58.5,39.0,58.5,54.0,0.0,7.5,0.00753,Impasse: both agents take BATNA.,0
chair_NEU_DOM_buy_sel_r03_4b5c55,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,63.5,31.5,58.5,52.5,22.5,12.5,0.00775,Impasse: both agents take BATNA.,0
chair_NEU_DOM_buy_sel_r04_83b97e,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 370}",13,50.0,70.0,,,,0.4166666666666667,66.0,25.0,29.0,56.5,94.0,46.0,0.006850000000000001,,0
chair_NEU_DOM_sel_buy_r00_90c5c0,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,61.5,44.0,51.0,49.0,42.5,7.5,0.007809999999999999,Impasse: both agents take BATNA.,0
chair_NEU_DOM_sel_buy_r01_fb0f14,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,66.0,26.5,51.0,53.5,22.5,12.5,0.009389999999999999,Impasse: both agents take BATNA.,0
chair_NEU_DOM_sel_buy_r02_dee366,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,66.0,26.5,51.0,42.5,12.5,7.5,0.00962,Impasse: both agents take BATNA.,0
chair_NEU_DOM_sel_buy_r03_45c8fc,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,66.0,44.0,63.5,51.0,12.5,92.5,0.00841,Impasse: both agents take BATNA.,0
chair_NEU_DOM_sel_buy_r04_ac4e33,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,64.0,26.5,63.5,49.0,12.5,0.0,0.007949999999999999,Impasse: both agents take BATNA.,0
chair_NEU_COT_buy_sel_r00_ef459a,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 350}",4,70.0,50.0,,,,0.5833333333333334,58.5,26.5,25.0,0.0,42.5,47.5,0.005,,0
chair_NEU_COT_buy_sel_r01_b1e0a3,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 340}",13,80.0,40.0,,,,0.6666666666666666,66.0,25.0,60.0,30.0,47.5,12.5,0.00752,,0
chair_NEU_COT_buy_sel_r02_7feb22,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,66.0,25.0,58.5,39.0,42.5,42.5,0.007679999999999999,Impasse: both agents take BATNA.,0
chair_NEU_COT_buy_sel_r03_ac6a99,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",10,0.0,120.0,,,,0.0,66.0,25.0,0.0,0.0,21.0,52.5,0.006690000000000001,,0
chair_NEU_COT_buy_sel_r04_575f9a,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 370}",8,50.0,70.0,,,,0.4166666666666667,66.0,26.5,12.5,0.0,22.5,61.0,0.0055899999999999995,,0
chair_NEU_COT_sel_buy_r00_e8e9a6,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 380}",10,80.0,40.0,,,,0.6666666666666666,63.5,26.5,0.0,0.0,22.5,60.0,0.00686,,0
chair_NEU_COT_sel_buy_r01_68bbec,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 400}",13,100.0,20.0,,,,0.8333333333333334,66.0,26.5,68.5,26.5,80.0,62.5,0.00696,,0
chair_NEU_COT_sel_buy_r02_dedc26,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 375}",8,75.0,45.0,,,,0.625,66.0,26.5,71.0,25.0,47.5,74.5,0.00596,,0
chair_NEU_COT_sel_buy_r03_c1530e,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 378}",10,78.0,42.0,,,,0.65,66.0,26.5,71.0,25.0,47.5,72.5,0.00644,,0
chair_NEU_COT_sel_buy_r04_c15642,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 372}",14,72.0,48.0,,,,0.6,61.0,26.5,0.0,0.0,21.0,57.5,0.00647,,0
chair_NEU_SPE_buy_sel_r00_c372bd,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",12,60.0,60.0,,,,0.5,66.0,25.0,0.0,0.0,42.5,60.0,0.0069700000000000005,,0
chair_NEU_SPE_buy_sel_r01_f3a95e,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",14,60.0,60.0,,,,0.5,66.0,39.0,0.0,0.0,42.5,52.5,0.00737,,0
chair_NEU_SPE_buy_sel_r02_475e1e,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",12,60.0,60.0,,,,0.5,61.0,26.5,0.0,0.0,42.5,60.0,0.00685,,0
chair_NEU_SPE_buy_sel_r03_de2768,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 370}",10,50.0,70.0,,,,0.4166666666666667,66.0,26.5,0.0,0.0,47.5,52.5,0.00662,,0
chair_NEU_SPE_buy_sel_r04_48142a,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 350}",10,70.0,50.0,,,,0.5833333333333334,62.5,26.5,0.0,0.0,42.5,52.5,0.0067,,0
chair_NEU_SPE_sel_buy_r00_f7ca65,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,56.5,26.5,12.5,0.0,22.5,47.5,0.00512,,0
chair_NEU_SPE_sel_buy_r01_a0ad9b,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",14,60.0,60.0,,,,0.5,63.5,39.0,67.5,25.0,22.5,42.5,0.0076100000000000004,,0
chair_NEU_SPE_sel_buy_r02_0c5ecd,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,58.5,26.5,60.0,25.0,52.5,62.5,0.00522,,0
chair_NEU_SPE_sel_buy_r03_f5772b,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",14,60.0,60.0,,,,0.5,63.5,26.5,66.0,25.0,0.0,17.5,0.008310000000000003,,0
chair_NEU_SPE_sel_buy_r04_ce4000,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,58.5,26.5,67.5,25.0,22.5,87.5,0.0051600000000000005,,0
chair_NEU_SPE_buy_sel_r00_979b09,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",6,120.0,0.0,,,,1.0,61.0,26.5,12.5,0.0,22.5,47.5,0.005379999999999999,,0
chair_NEU_SPE_buy_sel_r01_660a74,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",4,120.0,0.0,,,,1.0,55.0,12.5,37.5,12.5,17.5,42.5,0.00508,,0
chair_NEU_SPE_buy_sel_r02_38249b,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",4,120.0,0.0,,,,1.0,61.0,25.0,37.5,25.0,42.5,47.5,0.00508,,0
chair_NEU_SPE_buy_sel_r03_3f87da,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",4,120.0,0.0,,,,1.0,61.0,25.0,37.5,12.5,17.5,47.5,0.00511,,0
chair_NEU_SPE_buy_sel_r04_b1827d,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",8,120.0,0.0,,,,1.0,68.5,26.5,12.5,0.0,42.5,47.5,0.006560000000000001,,0
chair_NEU_SPE_sel_buy_r00_f57d56,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,59.0,26.5,37.5,12.5,17.5,47.5,0.005190000000000001,,0
chair_NEU_SPE_sel_buy_r01_281259,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,56.5,26.5,37.5,25.0,47.5,47.5,0.00518,,0
chair_NEU_SPE_sel_buy_r02_c467f5,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,58.5,26.5,37.5,25.0,62.5,72.5,0.0052,,0
chair_NEU_SPE_sel_buy_r03_eb9669,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,56.5,26.5,37.5,25.0,22.5,72.5,0.0052000000000000015,,0
chair_NEU_SPE_sel_buy_r04_917dc1,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 440}",2,140.0,-20.0,,,,1.1666666666666667,58.5,12.5,50.0,0.0,47.5,47.5,0.00447,Agent B (buyer) surplus negative (-20.0) — deal outside ZOPA?,0
chair_WAR_WAR_buy_sel_r00_f6c9de,chair,distributive,WARMTH,WARMTH,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 340}",13,80.0,40.0,,,,0.6666666666666666,93.5,20.0,91.0,29.0,65.0,42.5,0.01084,,0
chair_WAR_WAR_buy_sel_r01_8e1cd9,chair,distributive,WARMTH,WARMTH,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",13,60.0,60.0,,,,0.5,93.5,20.0,87.5,37.5,81.0,17.5,0.00921,,0
chair_WAR_WAR_buy_sel_r02_061f58,chair,distributive,WARMTH,WARMTH,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",8,120.0,0.0,,,,1.0,91.0,21.5,91.0,20.0,52.5,62.5,0.00739,,0
chair_WAR_WAR_buy_sel_r03_4c2c3b,chair,distributive,WARMTH,WARMTH,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 335}",7,85.0,35.0,,,,0.7083333333333334,93.5,16.5,87.5,25.0,81.0,53.5,0.00682,,0
chair_WAR_WAR_buy_sel_r04_c12bf7,chair,distributive,WARMTH,WARMTH,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",4,120.0,0.0,,,,1.0,89.0,20.0,85.0,25.0,46.0,75.0,0.00576,,0
chair_WAR_WAR_sel_buy_r00_c7cc5b,chair,distributive,WARMTH,WARMTH,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 380}",7,80.0,40.0,,,,0.6666666666666666,91.0,20.0,87.5,22.5,83.5,71.0,0.00681,,0
chair_WAR_WAR_sel_buy_r01_ef792d,chair,distributive,WARMTH,WARMTH,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 370}",13,70.0,50.0,,,,0.5833333333333334,90.0,25.0,91.0,21.5,81.0,17.5,0.009159999999999998,,0
chair_WAR_WAR_sel_buy_r02_8d1a50,chair,distributive,WARMTH,WARMTH,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 380}",11,80.0,40.0,,,,0.6666666666666666,91.0,20.0,87.5,22.5,57.5,52.5,0.00812,,0
chair_WAR_WAR_sel_buy_r03_9d2dcb,chair,distributive,WARMTH,WARMTH,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",5,0.0,120.0,,,,0.0,89.0,20.0,85.0,22.5,59.0,62.5,0.005930000000000001,,0
chair_WAR_WAR_sel_buy_r04_c03c78,chair,distributive,WARMTH,WARMTH,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 372}",12,72.0,48.0,,,,0.6,87.5,42.5,91.0,20.0,50.0,83.5,0.008769999999999998,,0
chair_WAR_DOM_buy_sel_r00_0d1f2f,chair,distributive,WARMTH,DOMINANCE,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 440}",13,-20.0,140.0,,,,-0.16666666666666666,89.0,20.0,58.5,59.0,47.5,7.5,0.00884,Agent A (buyer) surplus negative (-20.0) — deal outside ZOPA?,0
chair_WAR_DOM_buy_sel_r01_5ce868,chair,distributive,WARMTH,DOMINANCE,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,87.5,25.0,58.5,49.0,12.5,7.5,0.009360000000000002,Impasse: both agents take BATNA.,0
chair_WAR_DOM_buy_sel_r02_8c1de2,chair,distributive,WARMTH,DOMINANCE,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 440}",13,-20.0,140.0,,,,-0.16666666666666666,87.5,25.0,51.0,59.0,72.5,7.5,0.009030000000000002,Agent A (buyer) surplus negative (-20.0) — deal outside ZOPA?,0
chair_WAR_DOM_buy_sel_r03_5736e1,chair,distributive,WARMTH,DOMINANCE,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",13,120.0,0.0,,,,1.0,91.0,20.0,63.5,54.0,0.0,25.0,0.00848,,0
chair_WAR_DOM_buy_sel_r04_2aa437,chair,distributive,WARMTH,DOMINANCE,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",5,120.0,0.0,,,,1.0,91.0,12.5,58.5,50.0,82.5,67.5,0.005799999999999999,,0
chair_WAR_DOM_sel_buy_r00_1ba0a3,chair,distributive,WARMTH,DOMINANCE,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",7,120.0,0.0,,,,1.0,87.5,20.0,58.5,50.0,77.5,72.5,0.0062900000000000005,,0
chair_WAR_DOM_sel_buy_r01_2b327c,chair,distributive,WARMTH,DOMINANCE,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",7,120.0,0.0,,,,1.0,87.5,20.0,63.5,37.5,62.5,17.5,0.006229999999999999,,0
chair_WAR_DOM_sel_buy_r02_e58b45,chair,distributive,WARMTH,DOMINANCE,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,85.0,25.0,56.0,52.5,42.5,7.5,0.009130000000000004,Impasse: both agents take BATNA.,0
chair_WAR_DOM_sel_buy_r03_2103c0,chair,distributive,WARMTH,DOMINANCE,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,85.0,26.5,63.5,49.0,47.5,7.5,0.00952,Impasse: both agents take BATNA.,0
chair_WAR_DOM_sel_buy_r04_01afb4,chair,distributive,WARMTH,DOMINANCE,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,85.0,37.5,58.5,54.0,37.5,7.5,0.009170000000000001,Impasse: both agents take BATNA.,0
chair_WAR_COT_buy_sel_r00_4e2ce4,chair,distributive,WARMTH,COT_ONLY,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 330}",13,90.0,30.0,,,,0.75,89.0,21.5,74.0,33.5,74.0,12.5,0.008830000000000001,,0
chair_WAR_COT_buy_sel_r01_c25e7e,chair,distributive,WARMTH,COT_ONLY,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 375}",13,45.0,75.0,,,,0.375,91.0,20.0,68.5,49.0,60.0,12.5,0.00902,,0
chair_WAR_COT_buy_sel_r02_f4b8ba,chair,distributive,WARMTH,COT_ONLY,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 305}",13,115.0,5.0,,,,0.9583333333333334,87.5,25.0,74.0,49.0,76.0,47.5,0.00908,,0
chair_WAR_COT_buy_sel_r03_379d07,chair,distributive,WARMTH,COT_ONLY,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 320}",13,100.0,20.0,,,,0.8333333333333334,91.0,20.0,74.0,46.0,81.5,7.5,0.008759999999999999,,0
chair_WAR_COT_buy_sel_r04_c84de4,chair,distributive,WARMTH,COT_ONLY,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 400}",13,20.0,100.0,,,,0.16666666666666666,89.0,20.0,0.0,0.0,37.5,12.5,0.008010000000000001,,0
chair_WAR_COT_sel_buy_r00_e3ef16,chair,distributive,WARMTH,COT_ONLY,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,85.0,20.0,25.0,0.0,62.5,47.5,0.00527,,0
chair_WAR_COT_sel_buy_r01_395603,chair,distributive,WARMTH,COT_ONLY,seller,buyer,1,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 365}",12,65.0,55.0,,,,0.5416666666666666,89.0,25.0,0.0,0.0,39.0,52.5,0.00719,,0
chair_WAR_COT_sel_buy_r02_35ce0f,chair,distributive,WARMTH,COT_ONLY,seller,buyer,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 375}",8,75.0,45.0,,,,0.625,87.5,25.0,71.0,25.0,68.5,81.0,0.0063100000000000005,,0
chair_WAR_COT_sel_buy_r03_66c09e,chair,distributive,WARMTH,COT_ONLY,seller,buyer,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 370}",9,70.0,50.0,,,,0.5833333333333334,91.5,20.0,72.5,37.5,81.0,52.5,0.00683,,0
chair_WAR_COT_sel_buy_r04_4ff1f1,chair,distributive,WARMTH,COT_ONLY,seller,buyer,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",13,120.0,0.0,,,,1.0,87.5,25.0,71.0,49.0,71.5,12.5,0.00857,,0
chair_WAR_SPE_buy_sel_r00_10f18a,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 377}",13,43.0,77.0,,,,0.35833333333333334,91.0,21.5,66.0,44.0,78.5,12.5,0.00827,,0
chair_WAR_SPE_buy_sel_r01_94f92d,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,,,,,85.0,27.5,66.0,26.5,12.5,7.5,0.01089,Impasse: both agents take BATNA.,0
chair_WAR_SPE_buy_sel_r02_6c9055,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,2,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 300}",5,120.0,0.0,,,,1.0,91.0,20.0,72.5,25.0,67.5,12.5,0.005879999999999999,,0
chair_WAR_SPE_buy_sel_r03_f457a4,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,3,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 360}",10,60.0,60.0,,,,0.5,89.0,20.0,66.0,25.0,66.0,60.0,0.00796,,0
chair_WAR_SPE_buy_sel_r04_ddd575,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,4,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 350}",11,70.0,50.0,,,,0.5833333333333334,91.0,20.0,66.0,25.0,72.5,0.0,0.008629999999999999,,0
chair_WAR_SPE_sel_buy_r00_b643bd,chair,distributive,WARMTH,SPEC_NOCOT,seller,buyer,0,gpt-4o-mini,gpt-4o-mini,1,"{""price"": 420}",4,120.0,0.0,,,,1.0,83.5,25.0,62.5,25.0,47.5,47.5,0.005410000000000001,,0
