dyad_id,scenario_id,scenario_type,cond_a,cond_b,role_a,role_b,replicate,model_a,model_b,deal,deal_terms_json,rounds_to_deal,value_claimed_a,value_claimed_b,points_a,points_b,value_created,split,warmth_a_mean,dominance_a_mean,warmth_b_mean,dominance_b_mean,svi_a_mean,svi_b_mean,cost_usd_est,notes,mock
merger_NEU_WAR_acq_fou_r00_ee6d62,merger,integrative,NEUTRAL,WARMTH,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,56.5,36.5,88.5,21.5,37.5,37.5,0.013009999999999999,Impasse: both agents take BATNA.,0
merger_NEU_WAR_acq_fou_r01_f5085b,merger,integrative,NEUTRAL,WARMTH,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",13,-42.0,266.0,258.0,566.0,824.0,0.3131067961165049,62.5,47.5,85.0,25.0,62.5,42.5,0.011869999999999999,Agent A (acquirer) accepted a deal below BATNA (258.0 < 300.0).,0
merger_NEU_WAR_acq_fou_r02_54ead4,merger,integrative,NEUTRAL,WARMTH,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",9,-26.0,250.0,274.0,550.0,824.0,0.3325242718446602,7.5,2.5,85.0,25.0,60.0,52.5,0.008289999999999999,Agent A (acquirer) accepted a deal below BATNA (274.0 < 300.0).,0
merger_NEU_WAR_acq_fou_r03_6996f5,merger,integrative,NEUTRAL,WARMTH,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",13,-26.0,250.0,274.0,550.0,824.0,0.3325242718446602,66.0,36.5,85.0,25.0,75.0,42.5,0.011170000000000001,Agent A (acquirer) accepted a deal below BATNA (274.0 < 300.0).,0
merger_NEU_WAR_acq_fou_r04_f96c62,merger,integrative,NEUTRAL,WARMTH,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""0"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""0"", ""esg_clause"": ""2""}",14,210.0,-26.0,510.0,274.0,784.0,0.6505102040816326,60.0,50.0,85.0,22.5,12.5,75.0,0.011469999999999998,Agent B (founder) accepted a deal below BATNA (274.0 < 300.0).,0
merger_NEU_WAR_fou_acq_r00_f7a669,merger,integrative,NEUTRAL,WARMTH,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""50"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",13,134.0,138.0,434.0,438.0,872.0,0.49770642201834864,0.0,0.0,85.0,25.0,52.5,52.5,0.01288,,0
merger_NEU_WAR_fou_acq_r01_cee3e8,merger,integrative,NEUTRAL,WARMTH,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""20"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",14,224.0,-100.0,524.0,200.0,724.0,0.7237569060773481,63.5,25.0,88.5,16.5,10.0,42.5,0.011489999999999998,Agent B (acquirer) accepted a deal below BATNA (200.0 < 300.0).,0
merger_NEU_WAR_fou_acq_r02_96bcb7,merger,integrative,NEUTRAL,WARMTH,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""50"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",13,120.0,4.0,420.0,304.0,724.0,0.580110497237569,66.0,49.0,85.0,25.0,52.5,27.5,0.014219999999999997,,0
merger_NEU_WAR_fou_acq_r03_5cbe5e,merger,integrative,NEUTRAL,WARMTH,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,66.0,26.5,85.0,25.0,42.5,7.5,0.01194,Impasse: both agents take BATNA.,0
merger_NEU_WAR_fou_acq_r04_b7d8a5,merger,integrative,NEUTRAL,WARMTH,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""20"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""8"", ""esg_clause"": ""2""}",14,354.0,-68.0,654.0,232.0,886.0,0.7381489841986456,66.0,46.0,85.0,25.0,22.5,86.0,0.011819999999999999,Agent B (acquirer) accepted a deal below BATNA (232.0 < 300.0).,0
merger_NEU_DOM_acq_fou_r00_a33d8d,merger,integrative,NEUTRAL,DOMINANCE,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,2.5,20.0,0.0,0.0,12.5,47.5,0.013,Impasse: both agents take BATNA.,0
merger_NEU_DOM_acq_fou_r01_c14e53,merger,integrative,NEUTRAL,DOMINANCE,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,17.5,25.0,0.0,0.0,12.5,67.5,0.013139999999999999,Impasse: both agents take BATNA.,0
merger_NEU_DOM_acq_fou_r02_2f92cc,merger,integrative,NEUTRAL,DOMINANCE,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,37.5,0.0,0.0,7.5,72.5,0.013320000000000002,Impasse: both agents take BATNA.,0
merger_NEU_DOM_acq_fou_r03_b5ac7c,merger,integrative,NEUTRAL,DOMINANCE,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,7.5,57.5,0.013,Impasse: both agents take BATNA.,0
merger_NEU_DOM_acq_fou_r04_6c8065,merger,integrative,NEUTRAL,DOMINANCE,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,12.5,37.5,0.0,0.0,12.5,67.5,0.013340000000000003,Impasse: both agents take BATNA.,0
merger_NEU_DOM_fou_acq_r00_3b4b03,merger,integrative,NEUTRAL,DOMINANCE,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,0.0,0.0,0.0,0.0,57.5,67.5,0.01043,Impasse: both agents take BATNA.,0
merger_NEU_DOM_fou_acq_r01_c8a200,merger,integrative,NEUTRAL,DOMINANCE,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,7.5,66.0,0.01317,Impasse: both agents take BATNA.,0
merger_NEU_DOM_fou_acq_r02_cf2f0a,merger,integrative,NEUTRAL,DOMINANCE,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,12.5,37.5,0.0,0.0,7.5,62.5,0.013370000000000002,Impasse: both agents take BATNA.,0
merger_NEU_DOM_fou_acq_r03_be2df4,merger,integrative,NEUTRAL,DOMINANCE,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,0.0,0.0,7.5,67.5,0.01305,Impasse: both agents take BATNA.,0
merger_NEU_DOM_fou_acq_r04_b2f836,merger,integrative,NEUTRAL,DOMINANCE,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""25"", ""integration_months"": ""6"", ""brand_retention_yrs"": ""10"", ""esg_clause"": ""2""}",14,490.0,-210.0,790.0,90.0,880.0,0.8977272727272727,7.5,25.0,2.5,7.5,12.5,76.0,0.012020000000000001,Agent B (acquirer) accepted a deal below BATNA (90.0 < 300.0).,0
merger_NEU_COT_acq_fou_r00_dfbc9c,merger,integrative,NEUTRAL,COT_ONLY,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,0.0,0.0,12.5,62.5,0.01363,Impasse: both agents take BATNA.,0
merger_NEU_COT_acq_fou_r01_5e5c1e,merger,integrative,NEUTRAL,COT_ONLY,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,10.0,0.0,0.0,87.5,37.5,0.008159999999999999,,0
merger_NEU_COT_acq_fou_r02_fb61a5,merger,integrative,NEUTRAL,COT_ONLY,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",11,178.0,162.0,478.0,462.0,940.0,0.5085106382978724,32.5,15.0,0.0,0.0,89.0,56.0,0.01098,,0
merger_NEU_COT_acq_fou_r03_b5354f,merger,integrative,NEUTRAL,COT_ONLY,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",5,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,12.5,5.0,0.0,0.0,87.5,37.5,0.00751,,0
merger_NEU_COT_acq_fou_r04_8d6975,merger,integrative,NEUTRAL,COT_ONLY,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,34.0,238.0,334.0,538.0,872.0,0.3830275229357798,12.5,15.0,0.0,0.0,86.0,57.5,0.007790000000000001,,0
merger_NEU_COT_fou_acq_r00_75800d,merger,integrative,NEUTRAL,COT_ONLY,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,0.0,0.0,17.5,60.0,0.01344,Impasse: both agents take BATNA.,0
merger_NEU_COT_fou_acq_r01_3663dc,merger,integrative,NEUTRAL,COT_ONLY,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,7.5,47.5,0.01354,Impasse: both agents take BATNA.,0
merger_NEU_COT_fou_acq_r02_785e46,merger,integrative,NEUTRAL,COT_ONLY,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,7.5,42.5,0.013289999999999998,Impasse: both agents take BATNA.,0
merger_NEU_COT_fou_acq_r03_aab4a4,merger,integrative,NEUTRAL,COT_ONLY,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",5,50.0,134.0,350.0,434.0,784.0,0.44642857142857145,12.5,7.5,0.0,0.0,87.5,47.5,0.00663,,0
merger_NEU_COT_fou_acq_r04_6cc2e7,merger,integrative,NEUTRAL,COT_ONLY,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""25"", ""integration_months"": ""6"", ""brand_retention_yrs"": ""10"", ""esg_clause"": ""2""}",14,490.0,-210.0,790.0,90.0,880.0,0.8977272727272727,12.5,25.0,0.0,0.0,12.5,62.5,0.013210000000000001,Agent B (acquirer) accepted a deal below BATNA (90.0 < 300.0).,0
merger_NEU_SPE_acq_fou_r00_9bd5a0,merger,integrative,NEUTRAL,SPEC_NOCOT,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,-24.0,60.0,276.0,360.0,636.0,0.4339622641509434,22.5,25.0,7.5,25.0,43.0,89.0,0.007429999999999999,Agent A (acquirer) accepted a deal below BATNA (276.0 < 300.0).,0
merger_NEU_SPE_acq_fou_r01_9a91b4,merger,integrative,NEUTRAL,SPEC_NOCOT,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,7.5,37.5,12.5,17.5,0.01685,Impasse: both agents take BATNA.,0
merger_NEU_SPE_acq_fou_r02_db35d6,merger,integrative,NEUTRAL,SPEC_NOCOT,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",4,24.0,148.0,324.0,448.0,772.0,0.41968911917098445,17.5,12.5,12.5,7.5,43.0,87.5,0.007420000000000001,,0
merger_NEU_SPE_acq_fou_r03_e9cc1d,merger,integrative,NEUTRAL,SPEC_NOCOT,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,27.5,25.0,12.5,17.5,32.5,87.5,0.007510000000000001,,0
merger_NEU_SPE_acq_fou_r04_104b92,merger,integrative,NEUTRAL,SPEC_NOCOT,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,-24.0,60.0,276.0,360.0,636.0,0.4339622641509434,17.5,25.0,12.5,20.0,12.5,86.0,0.0074800000000000005,Agent A (acquirer) accepted a deal below BATNA (276.0 < 300.0).,0
merger_NEU_SPE_fou_acq_r00_0691c7,merger,integrative,NEUTRAL,SPEC_NOCOT,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,37.5,7.5,25.0,12.5,0.0,0.01676,Impasse: both agents take BATNA.,0
merger_NEU_SPE_fou_acq_r01_c6e2bd,merger,integrative,NEUTRAL,SPEC_NOCOT,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",3,86.0,166.0,386.0,466.0,852.0,0.45305164319248825,17.5,7.5,12.5,12.5,87.5,37.5,0.00681,,0
merger_NEU_SPE_fou_acq_r02_ddd6ea,merger,integrative,NEUTRAL,SPEC_NOCOT,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""0"", ""esg_clause"": ""2""}",11,6.0,178.0,306.0,478.0,784.0,0.3903061224489796,32.5,15.0,7.5,25.0,84.0,7.5,0.013019999999999999,,0
merger_NEU_SPE_fou_acq_r03_77c69e,merger,integrative,NEUTRAL,SPEC_NOCOT,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",6,242.0,98.0,542.0,398.0,940.0,0.5765957446808511,12.5,7.5,7.5,5.0,37.5,87.5,0.007989999999999999,,0
merger_NEU_SPE_fou_acq_r04_496ea4,merger,integrative,NEUTRAL,SPEC_NOCOT,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",6,242.0,98.0,542.0,398.0,940.0,0.5765957446808511,12.5,7.5,7.5,12.5,37.5,87.5,0.008969999999999999,,0
merger_NEU_SPE_acq_fou_r00_4304f9,merger,integrative,NEUTRAL,SPEC_COT,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",11,98.0,174.0,398.0,474.0,872.0,0.45642201834862384,12.5,25.0,0.0,0.0,87.5,37.5,0.011019999999999999,,0
merger_NEU_SPE_acq_fou_r01_ef8ee5,merger,integrative,NEUTRAL,SPEC_COT,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,14.0,210.0,314.0,510.0,824.0,0.38106796116504854,17.5,7.5,12.5,7.5,86.0,42.5,0.007359999999999999,,0
merger_NEU_SPE_acq_fou_r02_b5bd13,merger,integrative,NEUTRAL,SPEC_COT,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,0.0,0.0,7.5,14.0,47.5,37.5,0.010350000000000002,Impasse: both agents take BATNA.,0
merger_NEU_SPE_acq_fou_r03_57cf65,merger,integrative,NEUTRAL,SPEC_COT,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,0.0,0.0,9.0,37.5,0.01259,Impasse: both agents take BATNA.,0
merger_NEU_SPE_acq_fou_r04_a06a7b,merger,integrative,NEUTRAL,SPEC_COT,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",10,0.0,36.0,300.0,336.0,636.0,0.4716981132075472,12.5,15.0,12.5,0.0,47.5,52.5,0.009810000000000001,,0
merger_NEU_SPE_fou_acq_r00_8ddf96,merger,integrative,NEUTRAL,SPEC_COT,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,0.0,0.0,12.5,60.0,0.013689999999999999,Impasse: both agents take BATNA.,0
merger_NEU_SPE_fou_acq_r01_cc8a77,merger,integrative,NEUTRAL,SPEC_COT,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",3,176.0,64.0,476.0,364.0,840.0,0.5666666666666667,12.5,0.0,0.0,0.0,89.5,47.5,0.00566,,0
merger_NEU_SPE_fou_acq_r02_e4314b,merger,integrative,NEUTRAL,SPEC_COT,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""0"", ""esg_clause"": ""2""}",3,6.0,178.0,306.0,478.0,784.0,0.3903061224489796,17.5,7.5,0.0,0.0,87.5,47.5,0.00556,,0
merger_NEU_SPE_fou_acq_r03_435a2a,merger,integrative,NEUTRAL,SPEC_COT,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",3,136.0,104.0,436.0,404.0,840.0,0.5190476190476191,17.5,7.5,0.0,0.0,86.5,47.5,0.0057,,0
merger_NEU_SPE_fou_acq_r04_3b8c99,merger,integrative,NEUTRAL,SPEC_COT,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,36.0,116.0,336.0,416.0,752.0,0.44680851063829785,17.5,7.5,0.0,0.0,86.0,47.5,0.0055000000000000005,,0
merger_NEU_SPE_acq_fou_r00_270e67,merger,integrative,NEUTRAL,SPEC_NOLOGROLL,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",4,24.0,148.0,324.0,448.0,772.0,0.41968911917098445,27.5,25.0,7.5,10.0,37.5,87.5,0.0075,,0
merger_NEU_SPE_acq_fou_r01_d5dda0,merger,integrative,NEUTRAL,SPEC_NOLOGROLL,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,12.5,25.0,12.5,37.5,12.5,12.5,0.01686,Impasse: both agents take BATNA.,0
merger_NEU_SPE_acq_fou_r02_772b19,merger,integrative,NEUTRAL,SPEC_NOLOGROLL,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,-24.0,60.0,276.0,360.0,636.0,0.4339622641509434,22.5,25.0,12.5,20.0,12.5,86.0,0.007460000000000001,Agent A (acquirer) accepted a deal below BATNA (276.0 < 300.0).,0
merger_NEU_SPE_acq_fou_r03_95f900,merger,integrative,NEUTRAL,SPEC_NOLOGROLL,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,-24.0,60.0,276.0,360.0,636.0,0.4339622641509434,17.5,12.5,12.5,7.5,43.0,86.0,0.007430000000000001,Agent A (acquirer) accepted a deal below BATNA (276.0 < 300.0).,0
merger_NEU_SPE_acq_fou_r04_6d73c8,merger,integrative,NEUTRAL,SPEC_NOLOGROLL,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",8,178.0,162.0,478.0,462.0,940.0,0.5085106382978724,7.5,17.5,12.5,25.0,14.0,88.5,0.01141,,0
