dyad_id,scenario_id,scenario_type,cond_a,cond_b,role_a,role_b,replicate,model_a,model_b,deal,deal_terms_json,rounds_to_deal,value_claimed_a,value_claimed_b,points_a,points_b,value_created,split,warmth_a_mean,dominance_a_mean,warmth_b_mean,dominance_b_mean,svi_a_mean,svi_b_mean,cost_usd_est,notes,mock
chair_NEU_WAR_buy_sel_r04_ec9cd3,chair,distributive,NEUTRAL,WARMTH,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 365}",8,55.0,65.0,,,,0.4583333333333333,74.0,26.0,93.5,24.0,76.0,88.5,0.024840000000000004,,0
chair_NEU_WAR_sel_buy_r00_6fb644,chair,distributive,NEUTRAL,WARMTH,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",8,75.0,45.0,,,,0.625,74.0,41.0,91.0,20.0,75.0,84.0,0.023000000000000003,,0
chair_NEU_WAR_sel_buy_r01_5576cf,chair,distributive,NEUTRAL,WARMTH,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 400}",7,100.0,20.0,,,,0.8333333333333334,76.5,41.0,89.0,22.5,91.0,77.5,0.02138,,0
chair_NEU_WAR_sel_buy_r02_2a9c1d,chair,distributive,NEUTRAL,WARMTH,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 395}",7,95.0,25.0,,,,0.7916666666666666,74.0,29.0,87.5,27.5,90.0,86.5,0.02476,,0
chair_NEU_WAR_sel_buy_r03_1d31df,chair,distributive,NEUTRAL,WARMTH,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 412.5}",7,112.5,7.5,,,,0.9375,79.0,32.5,91.0,20.0,87.5,83.5,0.02447,,0
chair_NEU_WAR_sel_buy_r04_2a9369,chair,distributive,NEUTRAL,WARMTH,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 390}",7,90.0,30.0,,,,0.75,81.5,32.5,90.0,27.5,82.5,76.0,0.023360000000000002,,0
chair_NEU_DOM_buy_sel_r00_967632,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 420}",7,0.0,120.0,,,,0.0,66.0,39.0,32.5,73.5,87.5,56.0,0.023230000000000004,,0
chair_NEU_DOM_buy_sel_r01_8613bc,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 370}",7,50.0,70.0,,,,0.4166666666666667,66.0,26.5,41.0,64.0,84.0,71.0,0.013500000000000002,,0
chair_NEU_DOM_buy_sel_r02_7a8749,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 420}",9,0.0,120.0,,,,0.0,71.5,29.0,51.0,71.5,72.5,82.5,0.02381,,0
chair_NEU_DOM_buy_sel_r03_4b5c55,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",5,40.0,80.0,,,,0.3333333333333333,68.5,25.0,51.0,59.0,72.5,66.0,0.01047,,0
chair_NEU_DOM_buy_sel_r04_83b97e,chair,distributive,NEUTRAL,DOMINANCE,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 400}",9,20.0,100.0,,,,0.16666666666666666,74.0,25.0,41.0,64.0,82.5,62.5,0.01976,,0
chair_NEU_DOM_sel_buy_r00_90c5c0,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 300}",7,0.0,120.0,,,,0.0,71.5,32.5,32.5,70.0,59.0,61.0,0.02686,,0
chair_NEU_DOM_sel_buy_r01_fb0f14,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 330}",11,30.0,90.0,,,,0.25,66.0,54.0,32.5,73.5,75.0,68.5,0.03611,,0
chair_NEU_DOM_sel_buy_r02_dee366,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 300}",9,0.0,120.0,,,,0.0,74.0,37.5,32.5,76.5,59.0,61.0,0.02487,,0
chair_NEU_DOM_sel_buy_r03_45c8fc,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 340}",13,40.0,80.0,,,,0.3333333333333333,66.0,49.0,46.0,64.0,76.0,51.0,0.03619999999999999,,0
chair_NEU_DOM_sel_buy_r04_ac4e33,chair,distributive,NEUTRAL,DOMINANCE,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 320}",9,20.0,100.0,,,,0.16666666666666666,74.0,26.5,46.0,54.0,76.5,66.0,0.01956,,0
chair_NEU_COT_buy_sel_r00_ef459a,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 370}",6,50.0,70.0,,,,0.4166666666666667,68.5,39.0,83.5,26.5,66.0,81.0,0.02133,,0
chair_NEU_COT_buy_sel_r01_b1e0a3,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",8,60.0,60.0,,,,0.5,71.5,39.0,81.5,32.5,66.0,76.0,0.024929999999999994,,0
chair_NEU_COT_buy_sel_r02_7feb22,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",9,40.0,80.0,,,,0.3333333333333333,78.5,21.5,83.5,26.5,91.5,71.0,0.022640000000000004,,0
chair_NEU_COT_buy_sel_r03_ac6a99,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",8,60.0,60.0,,,,0.5,66.0,34.0,81.5,26.5,66.0,81.0,0.020220000000000002,,0
chair_NEU_COT_buy_sel_r04_575f9a,chair,distributive,NEUTRAL,COT_ONLY,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",7,45.0,75.0,,,,0.375,74.0,42.5,73.5,46.0,82.5,68.5,0.02454,,0
chair_NEU_COT_sel_buy_r00_e8e9a6,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",7,60.0,60.0,,,,0.5,74.0,26.5,76.5,39.0,86.0,81.0,0.01899,,0
chair_NEU_COT_sel_buy_r01_68bbec,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",8,80.0,40.0,,,,0.6666666666666666,74.0,36.0,83.5,26.5,83.5,85.0,0.024589999999999997,,0
chair_NEU_COT_sel_buy_r02_dedc26,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",8,60.0,60.0,,,,0.5,68.5,39.0,76.5,26.5,76.0,82.5,0.023669999999999997,,0
chair_NEU_COT_sel_buy_r03_c1530e,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",7,75.0,45.0,,,,0.625,74.0,26.5,74.0,39.0,85.0,73.5,0.02005,,0
chair_NEU_COT_sel_buy_r04_c15642,chair,distributive,NEUTRAL,COT_ONLY,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 350}",8,50.0,70.0,,,,0.4166666666666667,74.0,51.0,74.0,26.5,71.0,79.0,0.023870000000000002,,0
chair_NEU_SPE_buy_sel_r00_c372bd,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 410}",6,10.0,110.0,,,,0.08333333333333333,66.0,39.0,71.0,49.0,76.0,91.5,0.014070000000000001,,0
chair_NEU_SPE_buy_sel_r01_f3a95e,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",8,40.0,80.0,,,,0.3333333333333333,74.0,25.0,68.5,49.0,76.0,78.5,0.01598,,0
chair_NEU_SPE_buy_sel_r02_475e1e,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 370}",8,50.0,70.0,,,,0.4166666666666667,63.5,49.0,78.5,44.0,81.0,81.5,0.023170000000000003,,0
chair_NEU_SPE_buy_sel_r03_de2768,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",7,40.0,80.0,,,,0.3333333333333333,69.0,41.0,71.0,49.0,76.0,70.0,0.01843,,0
chair_NEU_SPE_buy_sel_r04_48142a,chair,distributive,NEUTRAL,SPEC_NOCOT,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 395}",7,25.0,95.0,,,,0.20833333333333334,72.5,25.0,71.0,26.5,86.0,86.5,0.013829999999999999,,0
chair_NEU_SPE_sel_buy_r00_f7ca65,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 350}",8,50.0,70.0,,,,0.4166666666666667,68.5,34.0,71.5,26.5,61.0,91.5,0.0199,,0
chair_NEU_SPE_sel_buy_r01_a0ad9b,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",10,80.0,40.0,,,,0.6666666666666666,71.0,39.0,69.0,41.0,78.5,85.0,0.02331,,0
chair_NEU_SPE_sel_buy_r02_0c5ecd,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",9,60.0,60.0,,,,0.5,74.0,26.5,71.0,26.5,82.5,82.5,0.019560000000000004,,0
chair_NEU_SPE_sel_buy_r03_f5772b,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",8,75.0,45.0,,,,0.625,66.0,44.0,71.5,26.5,61.0,82.5,0.015729999999999997,,0
chair_NEU_SPE_sel_buy_r04_ce4000,chair,distributive,NEUTRAL,SPEC_NOCOT,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",7,60.0,60.0,,,,0.5,74.0,25.0,71.5,27.5,82.0,82.5,0.016329999999999997,,0
chair_NEU_SPE_buy_sel_r00_979b09,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",9,40.0,80.0,,,,0.3333333333333333,71.0,29.0,79.0,37.5,84.0,83.5,0.031819999999999994,,0
chair_NEU_SPE_buy_sel_r01_660a74,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 385}",8,35.0,85.0,,,,0.2916666666666667,68.5,34.0,79.0,46.0,78.5,78.5,0.02955,,0
chair_NEU_SPE_buy_sel_r02_38249b,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 387}",9,33.0,87.0,,,,0.275,66.0,34.0,76.5,46.0,84.0,71.0,0.0293,,0
chair_NEU_SPE_buy_sel_r03_3f87da,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",11,45.0,75.0,,,,0.375,71.0,29.0,79.0,26.5,91.0,73.5,0.029020000000000004,,0
chair_NEU_SPE_buy_sel_r04_b1827d,chair,distributive,NEUTRAL,SPEC_COT,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 365}",7,55.0,65.0,,,,0.4583333333333333,74.0,34.0,76.5,26.5,80.0,56.0,0.023,,0
chair_NEU_SPE_sel_buy_r00_f57d56,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 352.5}",8,52.5,67.5,,,,0.4375,74.0,39.0,74.0,46.0,76.0,86.0,0.029280000000000004,,0
chair_NEU_SPE_sel_buy_r01_281259,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",8,80.0,40.0,,,,0.6666666666666666,71.5,42.5,74.0,39.0,76.0,90.0,0.029370000000000004,,0
chair_NEU_SPE_sel_buy_r02_c467f5,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",4,60.0,60.0,,,,0.5,66.0,31.5,68.5,26.5,47.5,82.5,0.012819999999999998,,0
chair_NEU_SPE_sel_buy_r03_eb9669,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",8,75.0,45.0,,,,0.625,71.0,49.0,74.0,30.0,73.5,84.0,0.02811,,0
chair_NEU_SPE_sel_buy_r04_917dc1,chair,distributive,NEUTRAL,SPEC_COT,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 350}",8,50.0,70.0,,,,0.4166666666666667,71.0,54.0,74.0,42.5,56.0,89.0,0.02916,,0
chair_WAR_WAR_buy_sel_r00_f6c9de,chair,distributive,WARMTH,WARMTH,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",7,45.0,75.0,,,,0.375,93.5,20.0,93.5,24.0,88.5,75.0,0.02784,,0
chair_WAR_WAR_buy_sel_r01_8e1cd9,chair,distributive,WARMTH,WARMTH,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 395}",7,25.0,95.0,,,,0.20833333333333334,93.5,20.0,93.5,22.5,86.5,81.0,0.02589,,0
chair_WAR_WAR_buy_sel_r02_061f58,chair,distributive,WARMTH,WARMTH,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 372}",9,48.0,72.0,,,,0.4,93.5,20.0,93.5,26.5,90.5,82.5,0.033510000000000005,,0
chair_WAR_WAR_buy_sel_r03_4c2c3b,chair,distributive,WARMTH,WARMTH,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 370}",7,50.0,70.0,,,,0.4166666666666667,93.5,22.5,91.5,26.0,86.0,78.5,0.02814,,0
chair_WAR_WAR_buy_sel_r04_c12bf7,chair,distributive,WARMTH,WARMTH,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 350}",6,70.0,50.0,,,,0.5833333333333334,93.5,22.5,93.5,29.0,71.0,73.5,0.02413,,0
chair_WAR_WAR_sel_buy_r00_c7cc5b,chair,distributive,WARMTH,WARMTH,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 408}",7,108.0,12.0,,,,0.9,93.5,20.0,93.5,22.5,87.0,68.5,0.02554,,0
chair_WAR_WAR_sel_buy_r01_ef792d,chair,distributive,WARMTH,WARMTH,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",10,80.0,40.0,,,,0.6666666666666666,93.5,26.5,93.5,20.0,83.5,86.0,0.0374,,0
chair_WAR_WAR_sel_buy_r02_8d1a50,chair,distributive,WARMTH,WARMTH,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 390}",7,90.0,30.0,,,,0.75,93.5,20.0,93.5,22.5,81.5,86.5,0.02531,,0
chair_WAR_WAR_sel_buy_r03_9d2dcb,chair,distributive,WARMTH,WARMTH,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 387}",9,87.0,33.0,,,,0.725,93.5,21.5,93.5,21.5,92.5,94.5,0.034519999999999995,,0
chair_WAR_WAR_sel_buy_r04_c03c78,chair,distributive,WARMTH,WARMTH,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 340}",9,40.0,80.0,,,,0.3333333333333333,93.5,20.0,93.5,22.5,77.0,78.5,0.0349,,0
chair_WAR_DOM_buy_sel_r00_0d1f2f,chair,distributive,WARMTH,DOMINANCE,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,0,,,0.0,0.0,,,,,85.0,22.5,51.0,66.0,21.0,62.5,0.05801,Impasse: both agents take BATNA.,0
chair_WAR_DOM_buy_sel_r01_5ce868,chair,distributive,WARMTH,DOMINANCE,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 400}",7,20.0,100.0,,,,0.16666666666666666,93.5,20.0,51.0,73.5,85.5,76.0,0.021540000000000004,,0
chair_WAR_DOM_buy_sel_r02_8c1de2,chair,distributive,WARMTH,DOMINANCE,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 420}",5,0.0,120.0,,,,0.0,89.0,23.5,29.0,73.5,92.5,62.5,0.014719999999999999,,0
chair_WAR_DOM_buy_sel_r03_5736e1,chair,distributive,WARMTH,DOMINANCE,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 403}",11,17.0,103.0,,,,0.14166666666666666,93.5,22.5,51.0,64.0,81.5,84.0,0.04174,,0
chair_WAR_DOM_buy_sel_r04_2aa437,chair,distributive,WARMTH,DOMINANCE,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 425}",11,-5.0,125.0,,,,-0.041666666666666664,87.5,27.5,46.0,76.5,65.0,47.5,0.04081,Agent A (buyer) surplus negative (-5.0) — deal outside ZOPA?,0
chair_WAR_DOM_sel_buy_r00_1ba0a3,chair,distributive,WARMTH,DOMINANCE,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 310}",10,10.0,110.0,,,,0.08333333333333333,90.0,25.0,58.5,64.0,72.5,89.0,0.03395,,0
chair_WAR_DOM_sel_buy_r01_2b327c,chair,distributive,WARMTH,DOMINANCE,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 300}",7,0.0,120.0,,,,0.0,93.5,20.0,24.0,76.5,64.0,37.5,0.021249999999999998,,0
chair_WAR_DOM_sel_buy_r02_e58b45,chair,distributive,WARMTH,DOMINANCE,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 350}",7,50.0,70.0,,,,0.4166666666666667,91.5,24.0,37.5,73.5,87.5,72.5,0.023319999999999997,,0
chair_WAR_DOM_sel_buy_r03_2103c0,chair,distributive,WARMTH,DOMINANCE,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 330}",10,30.0,90.0,,,,0.25,86.0,37.5,17.5,80.0,56.0,84.0,0.03278,,0
chair_WAR_DOM_sel_buy_r04_01afb4,chair,distributive,WARMTH,DOMINANCE,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 310}",7,10.0,110.0,,,,0.08333333333333333,90.0,22.5,32.5,73.5,47.5,47.5,0.0229,,0
chair_WAR_COT_buy_sel_r00_4e2ce4,chair,distributive,WARMTH,COT_ONLY,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 380}",8,40.0,80.0,,,,0.3333333333333333,91.5,26.0,81.5,29.0,76.0,76.5,0.03383,,0
chair_WAR_COT_buy_sel_r01_c25e7e,chair,distributive,WARMTH,COT_ONLY,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 373}",11,47.0,73.0,,,,0.39166666666666666,93.5,22.5,83.5,34.0,85.5,73.5,0.04210999999999999,,0
chair_WAR_COT_buy_sel_r02_f4b8ba,chair,distributive,WARMTH,COT_ONLY,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 382}",7,38.0,82.0,,,,0.31666666666666665,93.5,20.0,81.5,41.0,88.5,76.0,0.02971,,0
chair_WAR_COT_buy_sel_r03_379d07,chair,distributive,WARMTH,COT_ONLY,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 400}",5,20.0,100.0,,,,0.16666666666666666,93.5,20.0,83.5,26.5,87.5,77.5,0.01922,,0
chair_WAR_COT_buy_sel_r04_c84de4,chair,distributive,WARMTH,COT_ONLY,buyer,seller,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 415}",9,5.0,115.0,,,,0.041666666666666664,93.5,16.5,83.5,34.0,86.5,61.0,0.034690000000000006,,0
chair_WAR_COT_sel_buy_r00_e3ef16,chair,distributive,WARMTH,COT_ONLY,seller,buyer,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 355}",7,55.0,65.0,,,,0.4583333333333333,93.5,20.0,85.0,20.0,81.0,71.0,0.0276,,0
chair_WAR_COT_sel_buy_r01_395603,chair,distributive,WARMTH,COT_ONLY,seller,buyer,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 355}",8,55.0,65.0,,,,0.4583333333333333,91.5,29.0,83.5,26.5,81.0,84.0,0.03325999999999999,,0
chair_WAR_COT_sel_buy_r02_35ce0f,chair,distributive,WARMTH,COT_ONLY,seller,buyer,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 357}",9,57.0,63.0,,,,0.475,93.5,21.5,83.5,24.0,85.5,81.0,0.03612,,0
chair_WAR_COT_sel_buy_r03_66c09e,chair,distributive,WARMTH,COT_ONLY,seller,buyer,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",7,60.0,60.0,,,,0.5,93.5,17.5,83.5,29.0,86.0,67.5,0.026570000000000007,,0
chair_WAR_COT_sel_buy_r04_4ff1f1,chair,distributive,WARMTH,COT_ONLY,seller,buyer,4,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 360}",8,60.0,60.0,,,,0.5,93.5,20.0,83.5,29.0,76.0,86.0,0.031830000000000004,,0
chair_WAR_SPE_buy_sel_r00_10f18a,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,0,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 387}",11,33.0,87.0,,,,0.275,93.5,20.0,72.5,54.0,88.5,84.5,0.03857,,0
chair_WAR_SPE_buy_sel_r01_94f92d,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,1,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 405}",9,15.0,105.0,,,,0.125,93.5,22.5,81.5,51.0,83.5,76.0,0.033949999999999994,,0
chair_WAR_SPE_buy_sel_r02_6c9055,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,2,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 375}",6,45.0,75.0,,,,0.375,93.5,22.5,74.0,29.0,73.5,80.0,0.01772,,0
chair_WAR_SPE_buy_sel_r03_f457a4,chair,distributive,WARMTH,SPEC_NOCOT,buyer,seller,3,claude-haiku-4-5,claude-haiku-4-5,1,"{""price"": 400}",7,20.0,100.0,,,,0.16666666666666666,93.5,20.0,71.0,54.0,77.5,61.0,0.020399999999999998,,0
